0109758;Exit to Eden;1994;Comedy|Crime|Romance|Thriller
0109707;Ed Wood;1994;Biography|Comedy|Drama
0113117;French Kiss;1995;Comedy|Drama|Romance
0113097;Forget Paris;1995;Comedy|Romance
0113028;Far from Home: The Adventures of Yellow Dog;1995;Adventure|Family
0113198;A Goofy Movie;1995;Animation|Adventure|Comedy|Family|Musical|Romance
0113303;Hideaway;1995;Fantasy|Horror|Thriller
0113089;Fluke;1995;Drama|Family|Fantasy
0109771;Farinelli;1994;Biography|Drama|Music
0113199;Gordy;1995;Comedy|Drama|Family|Fantasy
0110057;Hoop Dreams;1994;Documentary|Drama|Sport
0110005;Heavenly Creatures;1994;Biography|Crime|Drama|Thriller
0110066;Houseguest;1995;Comedy
0110116;Immortal Beloved;1994;Biography|Drama|Music|Romance
0110006;Heavy Weights;1995;Comedy|Drama|Family|Sport
0113360;The Hunted;1995;Action|Drama|Thriller
0110099;I.Q.;1994;Comedy|Romance
0110148;Interview with the Vampire: The Vampire Chronicles;1994;Drama|Horror
0113463;Jefferson in Paris;1995;Biography|Drama|History
0110189;The Jerky Boys;1995;Comedy|Crime
0110216;Junior;1994;Comedy|Romance|Sci-Fi
0113501;Just Cause;1995;Action|Crime|Drama|Mystery|Thriller
0113538;"A Kid in King Arthur's Court";1995;Adventure|Comedy|Family|Fantasy|Romance
0113552;Kiss of Death;1995;Action|Crime|Thriller
0076759;Star Wars: Episode IV - A New Hope;1977;Action|Adventure|Fantasy|Sci-Fi
0110367;Little Women;1994;Drama|Family|Romance
0113670;A Little Princess;1995;Drama|Family|Fantasy
0110296;Ladybird Ladybird;1994;Drama
0103994;Like Water for Chocolate;1992;Drama|Romance
0110322;Legends of the Fall;1994;Drama|Romance|War|Western
0110443;Major Payne;1995;Adventure|Comedy|Family
0107566;Mi vida loca;1993;Crime|Drama
0110391;Love Affair;1994;Comedy|Drama|Romance
0113691;Losing Isaiah;1995;Drama
0110428;The Madness of King George;1994;Biography|Comedy|Drama|History
0109836;"Mary Shelley's Frankenstein";1994;Drama|Horror|Romance|Sci-Fi
0113755;Man of the House;1995;Comedy|Family
0110538;Mixed Nuts;1994;Comedy|Drama
0110516;Milk Money;1994;Comedy|Romance
0110527;Miracle on 34th Street;1994;Family|Fantasy
0113808;Miami Rhapsody;1995;Comedy
0113896;My Family;1995;Drama
0113870;Murder in the First;1995;Drama|Thriller
0110684;"Nobody's Fool";1994;Comedy|Drama
0110638;Nell;1994;Drama
0113967;New Jersey Drive;1995;Crime|Drama
0117169;New York Cop;1993;Action|Crime|Drama
0106402;Beyond Bedlam;1994;Comedy|Horror
0110671;Nina Takes a Lover;1994;Comedy|Romance
0110632;Natural Born Killers;1994;Crime|Drama
0110737;Only You;1994;Comedy|Romance
0110729;Once Were Warriors;1994;Crime|Drama
0114151;Poison Ivy II;1996;Drama|Thriller
0114069;Outbreak;1995;Action|Drama|Thriller
0110413;Léon: The Professional;1994;Action|Crime|Drama|Thriller
0114113;The Perez Family;1995;Comedy|Romance|Drama
0114210;"A Pyromaniac's Love Story";1995;Comedy|Romance
0110912;Pulp Fiction;1994;Crime|Drama
0105652;Pushing Hands;1991;Comedy|Drama
0110889;Priest;1994;Drama|Romance
0110932;Quiz Show;1994;Biography|Drama|History
0114129;Picture Bride;1994;Drama|Romance
0110963;Queen Margot;1994;Biography|Drama|History|Romance
0114214;The Quick and the Dead;1995;Action|Romance|Thriller|Western
0114296;Roommates;1995;Comedy|Drama
0110907;Ready to Wear;1994;Comedy|Drama
0111495;Three Colors: Red;1994;Drama|Mystery|Romance
0108394;Three Colors: Blue;1993;Drama|Music|Mystery|Romance
0111507;Three Colors: White;1994;Comedy|Drama|Romance
0114268;Rent-a-Kid;1995;Drama|Family|Comedy
0110965;Relative Fear;1994;Drama|Horror|Thriller
0114571;Stuart Saves His Family;1995;Comedy|Drama
0111333;The Swan Princess;1994;Animation|Comedy|Family|Fantasy|Musical|Romance
0111112;The Secret of Roan Inish;1994;Drama|Family|Fantasy
0111255;The Specialist;1994;Action|Crime|Drama|Romance|Thriller
0111282;Stargate;1994;Action|Adventure|Sci-Fi
0111070;The Santa Clause;1994;Comedy|Drama|Family|Fantasy
0111161;The Shawshank Redemption;1994;Drama
0111149;Shallow Grave;1994;Crime|Thriller
0108260;Suture;1993;Drama|Thriller
0106966;Strawberry and Chocolate;1993;Comedy|Drama|Romance
0114594;Swimming with Sharks;1994;Comedy|Crime
0111309;The Sum of Us;1994;Comedy|Drama
0113936;Senior Trip;1995;Adventure|Comedy
0110081;To Live;1994;Drama|War
0114614;Tank Girl;1995;Action|Comedy|Sci-Fi
0114608;Tales from the Crypt: Demon Knight;1995;Action|Fantasy|Horror|Thriller
0111280;Star Trek: Generations;1994;Action|Adventure|Mystery|Sci-Fi|Thriller
0114609;Tales from the Hood;1995;Crime|Horror|Thriller
0111454;Tom & Viv;1994;Biography|Drama|Romance
0114852;Village of the Damned;1995;Horror|Sci-Fi|Thriller
0114694;Tommy Boy;1995;Adventure|Comedy
0111590;Vanya on 42nd Street;1994;Comedy|Drama|Romance
0114788;The Underneath;1995;Crime|Thriller
0114888;The Walking Dead;1995;Drama|War
0108550;"What's Eating Gilbert Grape";1993;Drama
0114857;Virtuosity;1995;Action|Crime|Sci-Fi|Thriller
0114924;While You Were Sleeping;1995;Comedy|Drama|Romance
0111667;The War;1994;Drama
0109655;Double Happiness;1994;Drama|Romance
0110598;"Muriel's Wedding";1994;Comedy|Drama
0112435;The Baby-Sitters Club;1995;Comedy|Drama|Family
0109040;Ace Ventura: Pet Detective;1994;Comedy
0109045;The Adventures of Priscilla, Queen of the Desert;1994;Comedy|Music
0106339;Backbeat;1994;Biography|Drama|Music|Romance
0104779;Bitter Moon;1992;Drama|Romance|Thriller
0109348;Bullets Over Broadway;1994;Comedy|Crime
0109444;Clear and Present Danger;1994;Action|Crime|Drama|Thriller
0109446;The Client;1994;Crime|Drama|Mystery
0109484;Corrina, Corrina;1994;Comedy|Drama|Romance
0109504;Crooklyn;1994;Comedy|Drama
0109506;The Crow;1994;Action|Drama|Fantasy
0109450;Cobb;1994;Biography|Drama|Sport
0109813;The Flintstones;1994;Comedy|Family|Fantasy
0109830;Forrest Gump;1994;Drama|Romance
0109831;Four Weddings and a Funeral;1994;Comedy|Drama|Romance
0113305;Higher Learning;1995;Crime|Drama|Romance|Sport|Thriller
0110091;I Like It Like That;1994;Comedy|Drama|Romance
0110093;I Love Trouble;1994;Action|Comedy|Romance
0110167;It Could Happen to You;1994;Comedy|Drama|Romance
0110213;The Jungle Book;1994;Adventure|Family|Romance
0107472;The Wonderful, Horrible Life of Leni Riefenstahl;1993;Documentary|Biography|History
0110357;The Lion King;1994;Animation|Adventure|Drama|Family|Musical
0107426;Little Buddha;1993;Drama
0111686;New Nightmare;1994;Fantasy|Horror|Mystery|Thriller
0110475;The Mask;1994;Comedy|Fantasy
0110478;Maverick;1994;Action|Adventure|Comedy|Thriller|Western
0110588;Mrs. Parker and the Vicious Circle;1994;Biography|Drama
0110622;Naked Gun 33 1/3: The Final Insult;1994;Comedy|Crime
0110771;The Paper;1994;Comedy|Drama
0110950;Reality Bites;1994;Comedy|Drama|Romance
0105226;Red Rock West;1993;Crime|Drama|Thriller
0110989;Ri¢hie Ri¢h;1994;Comedy|Family
0110997;The River Wild;1994;Adventure|Crime|Thriller
0111257;Speed;1994;Action|Adventure|Crime|Thriller
0111256;Speechless;1994;Comedy|Romance
0111438;Timecop;1994;Action|Crime|Sci-Fi|Thriller
0111503;True Lies;1994;Action|Comedy|Thriller
0111693;When a Man Loves a Woman;1994;Drama|Romance
0111742;Wolf;1994;Drama|Horror|Romance|Thriller
0111756;Wyatt Earp;1994;Adventure|Biography|Crime|Drama|Western
0112443;Bad Company;1995;Crime|Drama|Thriller
0110455;A Man of No Importance;1994;Comedy|Drama
0111048;S.F.W.;1994;Comedy|Drama
0110399;A Low Down Dirty Shame;1994;Action|Comedy|Crime
0112570;Boys Life: Three Stories of Love, Lust, and Liberation;1994;Drama
0109454;Colonel Chabert;1994;Drama|History|Romance
0059170;Faster, Pussycat! Kill! Kill!;1965;Action|Comedy
0110186;"Jason's Lyric";1994;Crime|Drama|Romance
0111301;Street Fighter;1994;Action|Adventure|Comedy|Thriller
0110027;Highlander: The Final Dimension;1994;Action|Fantasy|Romance|Sci-Fi
0109785;Federal Hill;1994;Crime|Drama
0113409;In the Mouth of Madness;1994;Drama|Horror|Mystery|Thriller
0109021;8 Seconds;1994;Biography|Drama|Sport|Western
0109035;Above the Rim;1994;Crime|Drama|Sport|Thriller
0106220;Addams Family Values;1993;Comedy|Fantasy
0106226;The Age of Innocence;1993;Drama|Romance
0109068;Airheads;1994;Comedy|Crime|Music
0109067;The Air Up There;1994;Comedy|Family|Sport
0106292;Another Stakeout;1993;Comedy|Crime
0109198;Bad Girls;1994;Action|Romance|Western
0109219;Barcelona;1994;Comedy|Drama|Romance
0106379;Being Human;1994;Comedy|Drama
0106400;The Beverly Hillbillies;1993;Comedy|Family
0109254;Beverly Hills Cop III;1994;Action|Comedy|Crime|Thriller
0109279;Black Beauty;1994;Adventure|Drama|Family|Romance
0109297;Blink;1993;Crime|Drama|Mystery|Thriller
0109303;Blown Away;1994;Action|Crime|Drama|Thriller
0109305;Blue Chips;1994;Drama|Sport
0109306;Blue Sky;1994;Drama|Romance
0106452;Body Snatchers;1993;Horror|Sci-Fi
0106471;Boxing Helena;1993;Drama|Mystery|Romance|Thriller
0106489;A Bronx Tale;1993;Crime|Drama|Romance
0109361;Cabin Boy;1994;Adventure|Comedy|Romance
0106505;Calendar Girl;1993;Drama|Comedy
0106519;"Carlito's Way";1993;Crime|Drama|Thriller
0109439;"City Slickers II: The Legend of Curly's Gold";1994;Comedy|Western
0109443;Clean Slate;1994;Comedy|Mystery
0106582;Cliffhanger;1993;Action|Adventure|Thriller
0106598;Coneheads;1993;Comedy|Sci-Fi
0109456;Color of Night;1994;Mystery|Romance|Thriller
0109480;Cops and Robbersons;1994;Comedy|Crime|Thriller
0109493;The Cowboy Way;1994;Action|Comedy|Crime|Drama|Thriller|Western
0106673;Dave;1993;Comedy|Romance
0106677;Dazed and Confused;1993;Comedy
0106697;Demolition Man;1993;Action|Crime|Sci-Fi|Thriller
0106834;Even Cowgirls Get the Blues;1993;Comedy|Drama|Romance|Western
0106873;Fatal Instinct;1993;Comedy|Crime|Thriller
0106332;Farewell My Concubine;1993;Drama|Music|Romance
0106881;Fearless;1993;Drama|Thriller
0106880;Fear of a Black Hat;1993;Comedy|Music
0111732;With Honors;1994;Comedy|Drama
0106926;Flesh and Bone;1993;Drama|Mystery|Romance
0111712;"Widows' Peak";1994;Comedy|Crime|Mystery|Thriller
0106941;For Love or Money;1993;Comedy|Drama|Romance
0106918;The Firm;1993;Drama|Mystery|Thriller
0106965;Free Willy;1993;Adventure|Drama|Family
0109842;Fresh;1994;Crime|Drama|Thriller
0106977;The Fugitive;1993;Action|Crime|Drama|Mystery|Thriller
0107004;Geronimo: An American Legend;1993;Drama|History|Western
0109890;The Getaway;1994;Action|Adventure|Crime|Drama|Romance|Thriller
0109891;Getting Even with Dad;1994;Comedy|Crime|Family
0109913;Go Fish;1994;Drama|Romance
0107076;Hard Target;1993;Action|Adventure|Drama|Thriller
0107144;Hot Shots! Part Deux;1993;Action|Comedy
0113674;Live Nude Girls;1995;Comedy
0112966;The Englishman Who Went Up a Hill But Came Down a Mountain;1995;Comedy|Drama
0107151;The House of the Spirits;1993;Drama|Romance
0110064;House Party 3;1994;Comedy|Music|Romance
0110074;The Hudsucker Proxy;1994;Comedy|Drama|Fantasy
0110097;"I'll Do Anything";1994;Comedy|Drama
0110123;In the Army Now;1994;Comedy|War
0107206;In the Line of Fire;1993;Action|Crime|Drama|Thriller
0107207;In the Name of the Father;1993;Biography|Drama
0110137;The Inkwell;1994;Comedy|Drama|Romance
0108551;"What's Love Got to Do with It";1993;Biography|Drama|Music
0110197;Jimmy Hollywood;1994;Crime|Comedy|Drama
0107286;Judgment Night;1993;Action|Crime|Drama|Thriller
0107290;Jurassic Park;1993;Adventure|Sci-Fi|Thriller
0107302;Kalifornia;1993;Crime|Drama|Thriller
0110265;Killing Zoe;1993;Crime|Thriller
0110305;Lassie;1994;Family|Adventure
0107362;Last Action Hero;1993;Action|Adventure|Comedy|Fantasy
0107413;Life with Mikey;1993;Comedy|Family
0110353;Lightning Jack;1994;Comedy|Western
0107468;M. Butterfly;1993;Drama|Romance
0107478;Made in America;1993;Comedy
0107497;Malice;1993;Crime|Mystery|Thriller
0107501;The Man Without a Face;1993;Drama
0107507;Manhattan Murder Mystery;1993;Comedy|Mystery
0107554;Menace II Society;1993;Crime|Drama|Thriller
0116253;Executive Decision;1996;Action|Adventure|Thriller
0074102;In the Realm of the Senses;1976;Biography|Drama|Horror|Romance|Thriller
0111689;What Happened Was...;1994;Comedy|Drama|Romance
0107616;Much Ado About Nothing;1993;Comedy|Drama|Romance
0107613;Mr. Wonderful;1993;Comedy|Romance
0107614;Mrs. Doubtfire;1993;Comedy|Drama|Family
0107653;Naked;1993;Comedy|Drama
0110657;The Next Karate Kid;1994;Action|Drama|Family|Romance|Sport
0110678;No Escape;1994;Action|Drama|Sci-Fi|Thriller
0110687;North;1994;Adventure|Comedy|Drama|Family|Fantasy
0107756;Orlando;1992;Biography|Drama|Fantasy|Romance
0107808;A Perfect World;1993;Crime|Drama|Thriller
0107818;Philadelphia;1993;Drama
0107822;The Piano;1993;Drama|Music|Romance
0107840;Poetic Justice;1993;Drama|Romance
0107889;The Program;1993;Action|Drama|Romance|Sport
0111003;The Puppet Masters;1994;Horror|Sci-Fi|Thriller
0110939;Radioland Murders;1994;Comedy|Crime|Drama|Musical|Mystery|Romance
0110955;The Ref;1994;Comedy|Crime|Drama
0107943;The Remains of the Day;1993;Drama|Romance
0110971;Renaissance Man;1994;Comedy|Drama
0107969;Rising Sun;1993;Action|Crime|Drama|Mystery|Thriller
0111001;The Road to Wellville;1994;Comedy|Drama
0107978;RoboCop 3;1993;Action|Crime|Sci-Fi|Thriller
0107977;Robin Hood: Men in Tights;1993;Adventure|Comedy|Musical|Romance
0107983;Romeo Is Bleeding;1993;Crime|Drama|Romance
0105275;Romper Stomper;1992;Crime|Drama
0108000;Ruby in Paradise;1993;Drama|Romance
0108002;Rudy;1993;Biography|Drama|Sport
0105032;Savage Nights;1992;Biography|Drama
0108052;"Schindler's List";1993;Biography|Drama|History
0111094;The Scout;1994;Comedy|Drama|Sport
0108065;Searching for Bobby Fischer;1993;Biography|Drama
0108071;The Secret Garden;1993;Drama|Family|Fantasy
0111127;Serial Mom;1994;Comedy|Crime|Thriller
0111143;The Shadow;1994;Action|Adventure|Crime|Fantasy|Mystery|Thriller
0108101;Shadowlands;1993;Biography|Drama|Romance
0108122;Short Cuts;1993;Comedy|Drama
0111194;A Simple Twist of Fate;1994;Drama|Comedy
0111201;Sirens;1994;Comedy|Drama|Romance
0108149;Six Degrees of Separation;1993;Comedy|Drama|Mystery
0108160;Sleepless in Seattle;1993;Comedy|Drama|Romance
0108162;Sliver;1993;Drama|Thriller
0083658;Blade Runner;1982;Sci-Fi|Thriller
0108186;Son in Law;1993;Comedy|Drama|Romance
0108174;So I Married an Axe Murderer;1993;Comedy|Romance
0108238;Striking Distance;1993;Action|Crime|Mystery|Thriller
0108255;Super Mario Bros.;1993;Adventure|Comedy|Family|Fantasy|Sci-Fi
0111323;Surviving the Game;1994;Action|Adventure|Crime|Drama|Thriller
0111400;Terminal Velocity;1994;Action|Mystery|Romance|Thriller
0108328;Thirty Two Short Films About Glenn Gould;1993;Biography|Drama|Music
0111418;Threesome;1994;Comedy|Romance|Drama
0107688;The Nightmare Before Christmas;1993;Animation|Family|Fantasy|Musical
0108333;The Three Musketeers;1993;Action|Adventure|Comedy|Family|Romance
0108358;Tombstone;1993;Action|Biography|Drama|History|Romance|Western
0108399;True Romance;1993;Crime|Drama|Romance|Thriller
0108515;The War Room;1993;Documentary|History
0110763;The Pagemaster;1994;Animation|Adventure|Comedy|Family|Fantasy|Horror
0114906;Welcome to the Dollhouse;1995;Comedy|Drama
0107002;Germinal;1993;Drama|Romance
0109403;Chasers;1994;Comedy
0107315;Kika;1993;Comedy
0106408;Bhaji on the Beach;1993;Comedy|Drama
0110363;Little Big League;1994;Comedy|Family|Sport
0107225;Ciao, Professore!;1992;Comedy
0111252;Spanking the Monkey;1994;Comedy|Drama
0110366;The Little Rascals;1994;Comedy|Family|Romance
0109120;Andre;1994;Adventure|Drama|Family
0108059;La scorta;1993;Crime|Drama|Thriller
0110892;Princess Caraboo;1994;Comedy|Drama|History
0112651;The Celluloid Closet;1995;Documentary|History
0109382;Caro diario;1993;Biography|Comedy|Drama
0112572;The Brady Bunch Movie;1995;Comedy
0099785;Home Alone;1990;Comedy|Family
0099653;Ghost;1990;Drama|Fantasy|Romance|Thriller
0103639;Aladdin;1992;Animation|Adventure|Comedy|Family|Fantasy|Musical|Romance
